Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-04-27","39","3"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-04-27","9","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-04-27","19","1"
"Finley Romper in Plum","Plum / Newborn","2026-04-27","74","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-04-27","32","0"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-04-27","-1","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-04-27","26","1"
"Robes in Dusty Rose","Laura Robe / Long","2026-04-27","15","9"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-04-27","12","9"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-04-27","52","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-04-27","52","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-04-27","66","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-04-27","7","12"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-04-27","0","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-27","0","3"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-04-27","12","5"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-04-27","7","4"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-04-27","25","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-04-27","-4","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-04-27","47","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-04-27","0","0"
"Finley Romper in Black","Black / Newborn","2026-04-27","98","2"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-04-27","-1","0"
"Finley Romper in Sage","Sage / 6-9 Months","2026-04-27","16","0"
"Robes in Plum","Mia Robe / Short","2026-04-27","25","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-04-27","45","0"
"Robes in Midnight Blue","Mia Robe / Short","2026-04-27","79","2"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-04-27","66","10"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-04-27","44","0"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-04-27","31","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-04-27","9","9"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-04-27","-11","24"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-04-27","16","2"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-04-27","63","25"
"Finley Romper in Black","Black / 6-9 Months","2026-04-27","3","0"
"Robes in Black","Laura Robe / Long","2026-04-27","34","12"
"Robes in Vintage Floral","Laura Robe / Long","2026-04-27","-1","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite","2026-04-27","1","0"
"Baby Swaddle Set: Plum","Hat & Bow","2026-04-27","-3","14"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-04-27","41","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-04-27","16","2"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-04-27","32","4"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-04-27","-1","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-04-27","9","0"
"Finley Romper in Sage","Sage / 3-6 Months","2026-04-27","0","0"
"Finley Romper in Black","Black / 9-12 Months","2026-04-27","60","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-04-27","99","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-04-27","28","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-04-27","15","8"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-04-27","15","7"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-04-27","19","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-04-27","17","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-04-27","43","1"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-04-27","29","55"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-27","40","0"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-04-27","25","4"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-04-27","15","2"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-04-27","3","0"
"Baby Swaddle Set: Black","Hat & Bow","2026-04-27","127","4"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-04-27","1","0"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-04-27","-2","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-04-27","28","7"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-04-27","6","1"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-04-27","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-04-27","19","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-04-27","18","3"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Petite","2026-04-27","18","3"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-04-27","-1","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-04-27","56","67"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-04-27","64","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-04-27","3","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-04-27","-2","4"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-04-27","25","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-04-27","19","2"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-04-27","18","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-04-27","46","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-04-27","46","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-04-27","18","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-04-27","38","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-04-27","28","11"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-04-27","20","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-04-27","2","1"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-04-27","-1","0"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-04-27","20","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-04-27","2","0"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-04-27","16","5"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-04-27","12","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-04-27","23","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-04-27","23","2"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-04-27","-4","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-04-27","20","1"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-04-27","11","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-05-04","33","3"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-05-04","22","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-05-04","10","13"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-05-04","49","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-05-04","42","2"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-05-04","18","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-05-04","38","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-05-04","20","18"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-05-04","44","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-05-04","44","2"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-05-04","8","5"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-05-04","7","9"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-05-04","9","19"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-05-04","20","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-05-04","18","1"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-05-04","17","70"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-05-04","11","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-05-04","22","1"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-05-04","20","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-05-04","63","8"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-05-04","11","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-05-04","21","2"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-05-04","11","12"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-05-04","19","6"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-05-04","71","96"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-05-04","-2","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-05-04","41","2"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-05-04","-2","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-05-04","1","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-05-04","15","2"
"Baby Swaddle Set: Black","Hat & Bow","2026-05-04","122","5"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-05-04","3","0"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-05-04","25","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Petite","2026-05-04","18","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-05-04","12","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-05-04","13","5"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-05-04","35","5"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-05-04","6","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-05-04","0","1"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-05-04","64","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-05-04","15","7"
"Robes in Plum","Mia Robe / Short","2026-05-04","13","12"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-05-04","7","19"
"Finley Romper in Sage","Sage / 6-9 Months","2026-05-04","15","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-05-04","0","0"
"Finley Romper in Black","Black / Newborn","2026-05-04","94","4"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-05-04","32","20"
"Finley Romper in Plum","Plum / Newborn","2026-05-04","71","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-05-04","46","1"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-05-04","15","5"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-05-04","220","49"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-05-04","19","5"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-05-04","62","29"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-05-04","44","0"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-05-04","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-05-04","44","1"
"Robes in Midnight Blue","Mia Robe / Short","2026-05-04","78","1"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-05-04","39","27"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-05-04","27","0"
"Robes in Vintage Floral","Laura Robe / Long","2026-05-04","-1","0"
"Robes in Black","Laura Robe / Long","2026-05-04","19","15"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-05-04","0","0"
"Finley Romper in Black","Black / 6-9 Months","2026-05-04","3","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-05-04","11","11"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-05-04","19","4"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-05-04","19","0"
"Finley Romper in Black","Black / 9-12 Months","2026-05-04","60","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-05-04","42","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-05-04","99","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-05-04","62","4"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-05-04","29","3"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-05-04","87","35"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-05-04","25","0"
"Finley Romper in Sage","Sage / 3-6 Months","2026-05-04","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-05-04","35","6"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-05-04","-2","14"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite","2026-05-04","1","0"
"Baby Swaddle Set: Plum","Hat & Bow","2026-05-04","-3","22"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-05-04","14","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-05-04","-4","9"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-05-04","29","10"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-05-04","68","32"
"Robes in Emerald","Laura Robe / Long","2026-05-04","10","11"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-05-04","15","7"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-05-04","22","2"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-05-04","-1","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-05-04","18","11"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-05-04","29","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-05-04","13","6"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-05-04","45","2"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-05-04","45","10"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-05-04","51","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-05-04","47","5"
"Robes in Dusty Rose","Laura Robe / Long","2026-05-04","11","5"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-05-04","22","3"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-05-04","23","2"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-05-04","6","12"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-05-04","0","11"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-05-04","6","18"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-05-04","404","140"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-05-04","29","27"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-05-04","45","1"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-05-04","45","3"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-05-04","1","0"
"Baby Swaddle Set: Sage","Hat & Bow","2026-05-04","-9","21"
"Amelia Labor & Postpartum Gown Lilac","Petite","2026-05-04","19","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-05-04","8","3"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-05-04","1","39"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-05-04","-1","5"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-05-04","27","2"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-05-04","147","11"
"Robes in Plum","Laura Robe / Long","2026-05-04","1","0"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-05-04","63","0"
"Finley Romper in Emerald","Emerald / Newborn","2026-05-04","-5","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-05-04","46","5"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-05-04","-3","0"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-05-04","15","16"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-05-04","15","8"
"Robes in Dusty Rose","Mia Robe / Short","2026-05-04","18","5"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-05-04","20","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-05-04","1","0"
"Robes in Sage","Mia Robe / Short","2026-05-04","33","8"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-05-04","248","62"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-05-04","40","11"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-05-04","5","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-05-04","1","20"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-05-04","13","27"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-05-04","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-05-04","29","6"
"Robes in Lilac","Laura Robe / Long","2026-05-04","22","0"
"Finley Romper in Black","Black / 18-24 Months","2026-05-04","83","0"
"Robes in Emerald","Mia Robe / Short","2026-05-04","16","4"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-05-04","0","0"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-05-04","72","0"
"Finley Romper in Black","Black / 3-6 Months","2026-05-04","60","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-05-04","66","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-05-04","70","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-05-04","37","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-05-04","7","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-05-04","45","1"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-05-04","82","24"
"Finley Romper in Lilac","Lilac / Newborn","2026-05-04","17","0"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-05-04","18","0"
"Robes in Vintage Floral","Mia Robe / Short","2026-05-04","-2","2"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-05-04","18","0"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-05-04","29","0"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-05-04","146","0"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-05-04","15","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-05-04","87","46"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-05-04","88","15"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-05-04","-2","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-05-04","59","0"
"Robes in Deep Teal","Mia Robe / Short","2026-05-04","39","6"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-05-04","45","1"
"Finley Romper in Plum","Plum / 6-9 Months","2026-05-04","112","0"
"Robes in Black","Mia Robe / Short","2026-05-04","42","7"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-05-04","29","4"
"Robes in Sage","Laura Robe / Long","2026-05-04","34","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-05-04","59","1"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-05-04","-1","21"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-05-04","61","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-05-04","85","2"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-05-04","21","3"
"Finley Romper in Plum","Plum / 3-6 Months","2026-05-04","-1","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-05-04","47","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-05-04","13","4"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-05-04","31","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-05-04","17","4"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-05-04","14","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-05-04","20","1"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-05-04","3","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-05-04","18","4"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-05-04","16","5"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-05-04","82","0"
"Robes in Lilac","Mia Robe / Short","2026-05-04","18","2"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-05-04","41","3"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-05-04","0","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-05-04","132","7"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-05-04","7","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-05-04","60","7"
"Robes in Periwinkle","Mia Robe / Short","2026-05-04","0","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-05-04","12","11"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-05-04","17","8"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-05-04","66","5"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-05-04","64","0"
"Robes in Deep Teal","Laura Robe / Long","2026-05-04","26","13"
"Robes in Midnight Blue","Laura Robe / Long","2026-05-04","65","5"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-05-04","7","0"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-05-04","0","0"
"Robes in Periwinkle","Laura Robe / Long","2026-05-04","27","8"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-05-04","-6","7"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-05-04","19","0"
"Finley Romper in Sage","Sage / Newborn","2026-05-04","-2","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-05-04","25","2"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-05-04","0","8"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-05-04","-1","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-05-04","33","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-05-04","28","4"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-05-04","118","2"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-05-04","8","7"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-05-04","0","3"
"Finley Romper in Black","Black / 12-18 Months","2026-05-04","40","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-05-11","8","5"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-05-11","44","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-05-11","28","1"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-05-11","14","4"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-05-11","-1","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-05-11","19","3"
"Finley Romper in Sage","Sage / Newborn","2026-05-11","5","3"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-05-11","0","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-05-11","12","3"
"Robes in Emerald","Laura Robe / Long","2026-05-11","8","2"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-05-11","42","27"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-05-11","26","3"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-05-11","-20","17"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-05-11","0","11"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-05-11","4","2"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-05-11","23","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-05-11","21","1"
"Robes in Deep Teal","Laura Robe / Long","2026-05-11","-7","1"
"Robes in Dusty Rose","Laura Robe / Long","2026-05-11","9","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-05-11","49","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-05-11","45","2"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-05-11","41","4"
"Robes in Periwinkle","Mia Robe / Short","2026-05-11","-1","1"
"Robes in Midnight Blue","Mia Robe / Short","2026-05-11","76","2"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-05-11","21","18"
